,Player,Runs,Mins,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date,Team Name,Not Out
45172,PC Valthaty,13.0,28,15,2,0,86.66,2,v RR,Jaipur,2012-04-06,Kings XI Punjab,0.0
45174,PC Valthaty,1.0,9,5,0,0,20.00,2,v Warriors,Pune,2012-04-08,Kings XI Punjab,0.0
45176,PC Valthaty,0.0,1,1,0,0,0.00,2,v Warriors,Mohali,2012-04-12,Kings XI Punjab,0.0
45178,PC Valthaty,8.0,14,8,1,0,100.00,1,v KKR,Mohali,2012-04-18,Kings XI Punjab,0.0
45180,PC Valthaty,6.0,22,12,1,0,50.00,1,v RCB,Mohali,2012-04-20,Kings XI Punjab,0.0
45182,PC Valthaty,2.0,17,10,0,0,20.00,1,v Daredevils,Dharamsala,2012-05-19,Kings XI Punjab,0.0
45184,PC Valthaty,6.0,29,17,0,0,35.29,1,v SRH,Hyderabad,2013-04-19,Kings XI Punjab,0.0
36118,PD Salt,5.0,6,3,1,0,166.66,2,v KKR,Delhi,2023-04-20,Delhi Capitals,0.0
36120,PD Salt,0.0,4,1,0,0,0.00,1,v SRH,Hyderabad,2023-04-24,Delhi Capitals,0.0
36122,PD Salt,59.0,53,35,9,0,168.57,2,v SRH,Delhi,2023-04-29,Delhi Capitals,0.0
36124,PD Salt,0.0,2,1,0,0,0.00,1,v GT,Ahmedabad,2023-05-02,Delhi Capitals,0.0
36126,PD Salt,87.0,76,45,8,6,193.33,2,v RCB,Delhi,2023-05-06,Delhi Capitals,0.0
36128,PD Salt,17.0,19,11,1,2,154.54,2,v CSK,Chennai,2023-05-10,Delhi Capitals,0.0
36130,PD Salt,21.0,31,17,3,0,123.52,2,v Punjab Kings,Delhi,2023-05-13,Delhi Capitals,0.0
36132,PD Salt,26.0,21,14,2,2,185.71,1,v Punjab Kings,Dharamsala,2023-05-17,Delhi Capitals,1.0
36134,PD Salt,3.0,17,6,0,0,50.00,2,v CSK,Delhi,2023-05-20,Delhi Capitals,0.0
36136,PD Salt,54.0,68,40,3,3,135.00,1,v SRH,Eden Gardens,2024-03-23,Kolkata Knight Riders,0.0
36138,PD Salt,30.0,37,20,2,2,150.00,2,v RCB,Bengaluru,2024-03-29,Kolkata Knight Riders,0.0
36140,PD Salt,18.0,24,12,4,0,150.00,1,v DC,Visakhapatnam,2024-04-03,Kolkata Knight Riders,0.0
36142,PD Salt,0.0,1,1,0,0,0.00,1,v CSK,Chennai,2024-04-08,Kolkata Knight Riders,0.0
36144,PD Salt,89.0,79,47,14,3,189.36,2,v LSG,Eden Gardens,2024-04-14,Kolkata Knight Riders,1.0
36146,PD Salt,10.0,16,13,1,0,76.92,1,v RR,Eden Gardens,2024-04-16,Kolkata Knight Riders,0.0
36148,PD Salt,48.0,25,14,7,3,342.85,1,v RCB,Eden Gardens,2024-04-21,Kolkata Knight Riders,0.0
36150,PD Salt,75.0,-1,37,6,6,202.70,1,v Punjab Kings,Eden Gardens,2024-04-26,Kolkata Knight Riders,0.0
36152,PD Salt,68.0,42,33,7,5,206.06,2,v DC,Eden Gardens,2024-04-29,Kolkata Knight Riders,0.0
36154,PD Salt,5.0,4,3,1,0,166.66,1,v MI,Wankhede,2024-05-03,Kolkata Knight Riders,0.0
36156,PD Salt,32.0,23,14,5,1,228.57,1,v LSG,Lucknow,2024-05-05,Kolkata Knight Riders,0.0
36158,PD Salt,6.0,4,5,0,1,120.00,1,v MI,Eden Gardens,2024-05-11,Kolkata Knight Riders,0.0
7244,PJ Cummins,0.0,2,2,0,0,0.00,2,v CSK,Chennai,2015-04-28,Kolkata Knight Riders,0.0
7250,PJ Cummins,6.0,0,6,1,0,100.00,2,v RCB,Bengaluru,2017-04-08,Delhi Daredevils,0.0
7254,PJ Cummins,12.0,0,6,2,0,200.00,1,v Kings XI,Delhi,2017-04-15,Delhi Daredevils,1.0
7256,PJ Cummins,3.0,0,4,0,0,75.00,1,v KKR,Delhi,2017-04-17,Delhi Daredevils,1.0
7260,PJ Cummins,4.0,9,5,0,0,80.00,2,v MI,Wankhede,2017-04-22,Delhi Daredevils,1.0
7266,PJ Cummins,10.0,10,10,0,1,100.00,2,v MI,Delhi,2017-05-06,Delhi Daredevils,0.0
7268,PJ Cummins,24.0,22,13,2,1,184.61,2,v Guj Lions,Kanpur,2017-05-10,Delhi Daredevils,0.0
7270,PJ Cummins,11.0,0,6,0,1,183.33,1,v Supergiant,Delhi,2017-05-12,Delhi Daredevils,0.0
7272,PJ Cummins,7.0,2,3,0,1,233.33,2,v RCB,Delhi,2017-05-14,Delhi Daredevils,0.0
7274,PJ Cummins,33.0,0,12,1,4,275.00,2,v MI,Abu Dhabi,2020-09-23,Kolkata Knight Riders,0.0
7278,PJ Cummins,12.0,-1,10,1,0,120.00,1,v RR,Dubai (DICS),2020-09-30,Kolkata Knight Riders,0.0
7280,PJ Cummins,5.0,-1,4,1,0,125.00,2,v DC,Sharjah,2020-10-03,Kolkata Knight Riders,0.0
7282,PJ Cummins,17.0,-1,9,1,1,188.88,1,v CSK,Abu Dhabi,2020-10-07,Kolkata Knight Riders,1.0
7284,PJ Cummins,5.0,-1,4,0,0,125.00,1,v Kings XI,Abu Dhabi,2020-10-10,Kolkata Knight Riders,1.0
7286,PJ Cummins,1.0,-1,3,0,0,33.33,2,v RCB,Sharjah,2020-10-12,Kolkata Knight Riders,0.0
7288,PJ Cummins,53.0,-1,36,5,2,147.22,1,v MI,Abu Dhabi,2020-10-16,Kolkata Knight Riders,1.0
7292,PJ Cummins,4.0,-1,17,0,0,23.52,1,v RCB,Abu Dhabi,2020-10-21,Kolkata Knight Riders,0.0
7296,PJ Cummins,1.0,-1,8,0,0,12.50,1,v Kings XI,Sharjah,2020-10-26,Kolkata Knight Riders,0.0
7300,PJ Cummins,15.0,-1,11,0,1,136.36,1,v RR,Dubai (DICS),2020-11-01,Kolkata Knight Riders,0.0
7304,PJ Cummins,0.0,2,1,0,0,0.00,2,v MI,Chennai,2021-04-13,Kolkata Knight Riders,0.0
7306,PJ Cummins,6.0,4,2,0,1,300.00,2,v RCB,Chennai,2021-04-18,Kolkata Knight Riders,0.0
7308,PJ Cummins,66.0,43,34,4,6,194.11,2,v CSK,Wankhede,2021-04-21,Kolkata Knight Riders,1.0
7310,PJ Cummins,10.0,11,6,0,1,166.66,1,v RR,Wankhede,2021-04-24,Kolkata Knight Riders,0.0
7314,PJ Cummins,11.0,16,13,1,0,84.61,1,v DC,Ahmedabad,2021-04-29,Kolkata Knight Riders,1.0
7316,PJ Cummins,56.0,19,15,4,6,373.33,2,v MI,Pune,2022-04-06,Kolkata Knight Riders,1.0
7318,PJ Cummins,4.0,7,3,1,0,133.33,2,v DC,Brabourne,2022-04-10,Kolkata Knight Riders,0.0
7320,PJ Cummins,3.0,7,3,0,0,100.00,1,v SRH,Brabourne,2022-04-15,Kolkata Knight Riders,0.0
7322,PJ Cummins,0.0,2,1,0,0,0.00,2,v RR,Brabourne,2022-04-18,Kolkata Knight Riders,0.0
7324,PJ Cummins,0.0,4,2,0,0,0.00,1,v MI,DY Patil,2022-05-09,Kolkata Knight Riders,0.0
7330,PJ Cummins,2.0,3,2,0,0,100.00,1,v GT,Ahmedabad,2024-03-31,Sunrisers Hyderabad,1.0
7334,PJ Cummins,3.0,0,4,0,0,75.00,1,v Punjab Kings,Mullanpur,2024-04-09,Sunrisers Hyderabad,0.0
7338,PJ Cummins,1.0,0,1,0,0,100.00,1,v DC,Delhi,2024-04-20,Sunrisers Hyderabad,0.0
7340,PJ Cummins,31.0,0,15,1,3,206.66,2,v RCB,Hyderabad,2024-04-25,Sunrisers Hyderabad,0.0
7342,PJ Cummins,5.0,0,7,1,0,71.42,2,v CSK,Chennai,2024-04-28,Sunrisers Hyderabad,0.0
7346,PJ Cummins,35.0,0,17,2,2,205.88,1,v MI,Wankhede,2024-05-06,Sunrisers Hyderabad,1.0
7352,PJ Cummins,30.0,0,24,2,2,125.00,1,v KKR,Ahmedabad,2024-05-21,Sunrisers Hyderabad,0.0
7354,PJ Cummins,5.0,11,5,1,0,100.00,1,v RR,Chennai,2024-05-24,Sunrisers Hyderabad,1.0
7356,PJ Cummins,24.0,0,19,2,1,126.31,1,v KKR,Chennai,2024-05-26,Sunrisers Hyderabad,0.0
6432,PP Chawla,24.0,-1,11,4,0,218.18,1,v RR,Jaipur,2008-04-21,Kings XI Punjab,1.0
6434,PP Chawla,0.0,-1,1,0,0,0.00,1,v MI,Mohali,2008-04-25,Kings XI Punjab,0.0
6440,PP Chawla,21.0,-1,7,3,1,300.00,1,v KKR,Mohali,2008-05-03,Kings XI Punjab,1.0
6444,PP Chawla,17.0,-1,15,1,1,113.33,2,v CSK,Chennai,2008-05-10,Kings XI Punjab,0.0
6452,PP Chawla,16.0,-1,9,1,1,177.77,2,v Chargers,Mohali,2008-05-23,Kings XI Punjab,1.0
6454,PP Chawla,0.0,0,1,0,0,0.00,1,v KKR,Eden Gardens,2008-05-25,Kings XI Punjab,0.0
6458,PP Chawla,12.0,-1,15,1,0,80.00,1,v CSK,Wankhede,2008-05-31,Kings XI Punjab,0.0
6460,PP Chawla,0.0,-1,0,0,0,-1,1,v Daredevils,Cape Town,2009-04-19,Kings XI Punjab,0.0
6462,PP Chawla,3.0,-1,6,0,0,50.00,1,v KKR,Durban,2009-04-21,Kings XI Punjab,1.0
6466,PP Chawla,6.0,0,6,1,0,100.00,1,v RR,Cape Town,2009-04-26,Kings XI Punjab,1.0
6468,PP Chawla,0.0,0,2,0,0,0.00,1,v MI,Durban,2009-04-29,Kings XI Punjab,0.0
6470,PP Chawla,3.0,-1,4,0,0,75.00,2,v RCB,Durban,2009-05-01,Kings XI Punjab,0.0
6474,PP Chawla,6.0,-1,7,1,0,85.71,2,v RR,Durban,2009-05-05,Kings XI Punjab,0.0
6478,PP Chawla,8.0,0,6,1,0,133.33,2,v Chargers,Kimberley,2009-05-09,Kings XI Punjab,1.0
6480,PP Chawla,0.0,0,0,0,0,-1,1,v MI,Centurion,2009-05-12,Kings XI Punjab,0.0
6484,PP Chawla,1.0,0,1,0,0,100.00,1,v Chargers,Johannesburg,2009-05-17,Kings XI Punjab,1.0
6486,PP Chawla,4.0,-1,4,0,0,100.00,2,v CSK,Durban,2009-05-20,Kings XI Punjab,1.0
6488,PP Chawla,5.0,-1,7,0,0,71.42,1,v Daredevils,Mohali,2010-03-13,Kings XI Punjab,0.0
6492,PP Chawla,9.0,0,13,1,0,69.23,2,v Chargers,Cuttack,2010-03-19,Kings XI Punjab,0.0
6494,PP Chawla,8.0,-1,4,2,0,200.00,1,v CSK,Chennai,2010-03-21,Kings XI Punjab,1.0
6496,PP Chawla,8.0,0,8,1,0,100.00,2,v RR,Mohali,2010-03-24,Kings XI Punjab,0.0
6500,PP Chawla,22.0,-1,13,3,0,169.23,1,v MI,Brabourne,2010-03-30,Kings XI Punjab,0.0
6506,PP Chawla,10.0,-1,15,0,0,66.66,1,v RR,Jaipur,2010-04-07,Kings XI Punjab,0.0
6516,PP Chawla,15.0,-1,28,0,0,53.57,1,v Warriors,DY Patil,2011-04-10,Kings XI Punjab,0.0
6522,PP Chawla,4.0,-1,3,1,0,133.33,1,v RR,Mohali,2011-04-21,Kings XI Punjab,0.0
6528,PP Chawla,10.0,-1,10,1,0,100.00,2,v MI,Wankhede,2011-05-02,Kings XI Punjab,1.0
6530,PP Chawla,5.0,0,6,0,0,83.33,2,v RCB,Bengaluru,2011-05-06,Kings XI Punjab,0.0
6534,PP Chawla,1.0,0,1,0,0,100.00,1,v Daredevils,Dharamsala,2011-05-15,Kings XI Punjab,1.0
6538,PP Chawla,13.0,-1,7,0,2,185.71,2,v Chargers,Dharamsala,2011-05-21,Kings XI Punjab,1.0
6540,PP Chawla,10.0,11,8,0,1,125.00,2,v RR,Jaipur,2012-04-06,Kings XI Punjab,0.0
6542,PP Chawla,16.0,11,8,2,1,200.00,2,v Warriors,Pune,2012-04-08,Kings XI Punjab,0.0
6544,PP Chawla,21.0,26,24,3,0,87.50,2,v Warriors,Mohali,2012-04-12,Kings XI Punjab,1.0
6546,PP Chawla,13.0,14,8,0,1,162.50,1,v KKR,Eden Gardens,2012-04-15,Kings XI Punjab,1.0
6548,PP Chawla,9.0,11,10,0,0,90.00,1,v KKR,Mohali,2012-04-18,Kings XI Punjab,0.0
6550,PP Chawla,7.0,3,3,1,0,233.33,1,v RCB,Mohali,2012-04-20,Kings XI Punjab,1.0
6556,PP Chawla,0.0,2,2,0,0,0.00,1,v CSK,Chennai,2012-04-28,Kings XI Punjab,0.0
6558,PP Chawla,6.0,7,2,0,1,300.00,2,v RCB,Bengaluru,2012-05-02,Kings XI Punjab,1.0
6560,PP Chawla,5.0,3,4,1,0,125.00,2,v RR,Mohali,2012-05-05,Kings XI Punjab,0.0
6564,PP Chawla,8.0,2,3,2,0,266.66,2,v Chargers,Mohali,2012-05-13,Kings XI Punjab,0.0
6566,PP Chawla,10.0,0,14,0,0,71.42,1,v Daredevils,Delhi,2012-05-15,Kings XI Punjab,0.0
6570,PP Chawla,1.0,3,2,0,0,50.00,1,v Daredevils,Dharamsala,2012-05-19,Kings XI Punjab,0.0
6574,PP Chawla,4.0,6,5,1,0,80.00,1,v CSK,Mohali,2013-04-10,Kings XI Punjab,0.0
6576,PP Chawla,7.0,13,9,0,0,77.77,1,v RR,Jaipur,2013-04-14,Kings XI Punjab,0.0
6578,PP Chawla,11.0,20,8,2,0,137.50,1,v KKR,Mohali,2013-04-16,Kings XI Punjab,1.0
6580,PP Chawla,23.0,22,15,1,2,153.33,1,v SRH,Hyderabad,2013-04-19,Kings XI Punjab,0.0
6584,PP Chawla,5.0,0,3,1,0,166.66,2,v Daredevils,Delhi,2013-04-23,Kings XI Punjab,1.0
6588,PP Chawla,12.0,19,10,0,1,120.00,2,v MI,Wankhede,2013-04-29,Kings XI Punjab,0.0
6594,PP Chawla,1.0,1,1,0,0,100.00,1,v RR,Mohali,2013-05-09,Kings XI Punjab,1.0
6596,PP Chawla,0.0,2,2,0,0,0.00,2,v SRH,Mohali,2013-05-11,Kings XI Punjab,0.0
6602,PP Chawla,1.0,2,2,0,0,50.00,1,v MI,Dharamsala,2013-05-18,Kings XI Punjab,0.0
6608,PP Chawla,0.0,3,2,0,0,0.00,2,v Kings XI,Abu Dhabi,2014-04-26,Kolkata Knight Riders,0.0
6610,PP Chawla,0.0,3,1,0,0,0.00,2,v RR,Abu Dhabi,2014-04-29,Kolkata Knight Riders,0.0
6612,PP Chawla,1.0,-1,2,0,0,50.00,2,v CSK,Ranchi,2014-05-02,Kolkata Knight Riders,0.0
6622,PP Chawla,17.0,13,9,3,0,188.88,1,v Kings XI,Eden Gardens,2014-05-27,Kolkata Knight Riders,1.0
6624,PP Chawla,13.0,16,5,1,1,260.00,2,v Kings XI,Bengaluru,2014-06-01,Kolkata Knight Riders,1.0
6630,PP Chawla,4.0,1,1,1,0,400.00,2,v Kings XI,Pune,2015-04-18,Kolkata Knight Riders,1.0
6636,PP Chawla,0.0,0,2,0,0,0.00,2,v CSK,Chennai,2015-04-28,Kolkata Knight Riders,0.0
6642,PP Chawla,9.0,11,6,1,0,150.00,1,v SRH,Eden Gardens,2015-05-04,Kolkata Knight Riders,1.0
6644,PP Chawla,22.0,31,19,1,1,115.78,1,v Daredevils,Eden Gardens,2015-05-07,Kolkata Knight Riders,0.0
6646,PP Chawla,18.0,18,11,2,1,163.63,2,v Kings XI,Eden Gardens,2015-05-09,Kolkata Knight Riders,0.0
6648,PP Chawla,1.0,17,7,0,0,14.28,2,v MI,Wankhede,2015-05-14,Kolkata Knight Riders,1.0
6650,PP Chawla,0.0,4,1,0,0,0.00,2,v RR,Brabourne,2015-05-16,Kolkata Knight Riders,0.0
6660,PP Chawla,8.0,0,5,1,0,160.00,2,v Supergiants,Pune,2016-04-24,Kolkata Knight Riders,0.0
6662,PP Chawla,8.0,7,5,2,0,160.00,2,v Daredevils,Delhi,2016-04-30,Kolkata Knight Riders,0.0
6674,PP Chawla,11.0,23,16,1,0,68.75,1,v Guj Lions,Kanpur,2016-05-19,Kolkata Knight Riders,0.0
6686,PP Chawla,2.0,10,6,0,0,33.33,1,v MI,Bengaluru,2017-05-19,Kolkata Knight Riders,0.0
6694,PP Chawla,0.0,-1,3,0,0,0.00,1,v Daredevils,Eden Gardens,2018-04-16,Kolkata Knight Riders,0.0
6698,PP Chawla,2.0,-1,2,0,0,100.00,1,v Kings XI,Eden Gardens,2018-04-21,Kolkata Knight Riders,1.0
6700,PP Chawla,2.0,-1,4,0,0,50.00,2,v Daredevils,Delhi,2018-04-27,Kolkata Knight Riders,0.0
6708,PP Chawla,11.0,-1,13,1,0,84.61,2,v MI,Eden Gardens,2018-05-09,Kolkata Knight Riders,0.0
6716,PP Chawla,12.0,-1,12,0,1,100.00,2,v SRH,Eden Gardens,2018-05-25,Kolkata Knight Riders,0.0
6722,PP Chawla,12.0,0,5,1,1,240.00,1,v DC,Delhi,2019-03-30,Kolkata Knight Riders,0.0
6728,PP Chawla,8.0,25,13,0,1,61.53,1,v CSK,Chennai,2019-04-09,Kolkata Knight Riders,0.0
6730,PP Chawla,14.0,9,6,2,0,233.33,1,v DC,Eden Gardens,2019-04-12,Kolkata Knight Riders,1.0
6732,PP Chawla,4.0,15,5,0,0,80.00,1,v CSK,Eden Gardens,2019-04-14,Kolkata Knight Riders,1.0
6736,PP Chawla,4.0,15,8,1,0,50.00,1,v SRH,Hyderabad,2019-04-21,Kolkata Knight Riders,0.0
6758,PP Chawla,0.0,0,2,0,0,0.00,1,v SRH,Abu Dhabi,2021-10-08,Mumbai Indians,0.0
6762,PP Chawla,5.0,0,6,0,0,83.33,1,v CSK,Wankhede,2023-04-08,Mumbai Indians,1.0
6772,PP Chawla,18.0,22,12,1,1,150.00,2,v GT,Ahmedabad,2023-04-25,Mumbai Indians,0.0
6778,PP Chawla,2.0,2,2,0,0,100.00,1,v CSK,Chennai,2023-05-06,Mumbai Indians,1.0
6790,PP Chawla,0.0,5,2,0,0,0.00,2,v GT,Ahmedabad,2023-05-26,Mumbai Indians,0.0
6792,PP Chawla,0.0,1,1,0,0,0.00,2,v GT,Ahmedabad,2024-03-24,Mumbai Indians,0.0
6796,PP Chawla,3.0,9,6,0,0,50.00,1,v RR,Wankhede,2024-04-01,Mumbai Indians,0.0
6800,PP Chawla,1.0,3,1,0,0,100.00,1,v RR,Jaipur,2024-04-22,Mumbai Indians,1.0
6802,PP Chawla,10.0,9,4,1,1,250.00,2,v DC,Delhi,2024-04-27,Mumbai Indians,0.0
6806,PP Chawla,0.0,1,1,0,0,0.00,2,v KKR,Wankhede,2024-05-03,Mumbai Indians,0.0
6810,PP Chawla,1.0,2,2,0,0,50.00,2,v KKR,Eden Gardens,2024-05-11,Mumbai Indians,1.0
39432,PP Shaw,22.0,-1,10,4,0,220.00,2,v Kings XI,Delhi,2018-04-23,Delhi Daredevils,0.0
39434,PP Shaw,62.0,-1,44,7,2,140.90,1,v KKR,Delhi,2018-04-27,Delhi Daredevils,0.0
39436,PP Shaw,9.0,-1,5,2,0,180.00,2,v CSK,Pune,2018-04-30,Delhi Daredevils,0.0
39438,PP Shaw,47.0,-1,25,4,4,188.00,1,v RR,Delhi,2018-05-02,Delhi Daredevils,0.0
39440,PP Shaw,65.0,-1,36,6,3,180.55,1,v SRH,Hyderabad,2018-05-05,Delhi Daredevils,0.0
39442,PP Shaw,9.0,-1,11,1,0,81.81,1,v SRH,Delhi,2018-05-10,Delhi Daredevils,0.0
39444,PP Shaw,2.0,-1,4,0,0,50.00,1,v RCB,Delhi,2018-05-12,Delhi Daredevils,0.0
39446,PP Shaw,17.0,-1,17,1,1,100.00,1,v CSK,Delhi,2018-05-18,Delhi Daredevils,0.0
39448,PP Shaw,12.0,-1,8,2,0,150.00,1,v MI,Delhi,2018-05-20,Delhi Daredevils,0.0
39450,PP Shaw,7.0,-1,6,1,0,116.66,1,v MI,Wankhede,2019-03-24,Delhi Capitals,0.0
39452,PP Shaw,24.0,21,16,5,0,150.00,1,v CSK,Delhi,2019-03-26,Delhi Capitals,0.0
39454,PP Shaw,99.0,92,55,12,3,180.00,2,v KKR,Delhi,2019-03-30,Delhi Capitals,0.0
39456,PP Shaw,0.0,1,1,0,0,0.00,2,v Kings XI,Mohali,2019-04-01,Delhi Capitals,0.0
39458,PP Shaw,11.0,9,11,2,0,100.00,1,v SRH,Delhi,2019-04-04,Delhi Capitals,0.0
39460,PP Shaw,28.0,40,22,5,0,127.27,2,v RCB,Bengaluru,2019-04-07,Delhi Capitals,0.0
39462,PP Shaw,14.0,17,7,0,2,200.00,2,v KKR,Eden Gardens,2019-04-12,Delhi Capitals,0.0
39464,PP Shaw,4.0,9,5,0,0,80.00,1,v SRH,Hyderabad,2019-04-14,Delhi Capitals,0.0
39466,PP Shaw,20.0,37,24,2,0,83.33,2,v MI,Delhi,2019-04-18,Delhi Capitals,0.0
39468,PP Shaw,13.0,18,11,1,1,118.18,2,v Kings XI,Delhi,2019-04-20,Delhi Capitals,0.0
39470,PP Shaw,42.0,83,39,4,1,107.69,2,v RR,Jaipur,2019-04-22,Delhi Capitals,0.0
39472,PP Shaw,18.0,18,10,4,0,180.00,1,v RCB,Delhi,2019-04-28,Delhi Capitals,0.0
39474,PP Shaw,4.0,4,5,1,0,80.00,2,v CSK,Chennai,2019-05-01,Delhi Capitals,0.0
39476,PP Shaw,8.0,19,8,1,0,100.00,2,v RR,Delhi,2019-05-04,Delhi Capitals,0.0
39478,PP Shaw,56.0,53,38,6,2,147.36,2,v SRH,Visakhapatnam,2019-05-08,Delhi Capitals,0.0
39480,PP Shaw,5.0,16,6,1,0,83.33,1,v CSK,Visakhapatnam,2019-05-10,Delhi Capitals,0.0
39482,PP Shaw,5.0,-1,9,1,0,55.55,1,v Kings XI,Dubai (DICS),2020-09-20,Delhi Capitals,0.0
39484,PP Shaw,64.0,-1,43,9,1,148.83,1,v CSK,Dubai (DICS),2020-09-25,Delhi Capitals,0.0
39486,PP Shaw,2.0,-1,5,0,0,40.00,2,v SRH,Abu Dhabi,2020-09-29,Delhi Capitals,0.0
39488,PP Shaw,66.0,-1,41,4,4,160.97,1,v KKR,Sharjah,2020-10-03,Delhi Capitals,0.0
39490,PP Shaw,42.0,-1,23,5,2,182.60,1,v RCB,Dubai (DICS),2020-10-05,Delhi Capitals,0.0
39492,PP Shaw,19.0,-1,10,2,1,190.00,1,v RR,Sharjah,2020-10-09,Delhi Capitals,0.0
39494,PP Shaw,4.0,-1,3,1,0,133.33,1,v MI,Abu Dhabi,2020-10-11,Delhi Capitals,0.0
39496,PP Shaw,0.0,-1,1,0,0,0.00,1,v RR,Dubai (DICS),2020-10-14,Delhi Capitals,0.0
39498,PP Shaw,0.0,-1,2,0,0,0.00,2,v CSK,Sharjah,2020-10-17,Delhi Capitals,0.0
39500,PP Shaw,7.0,-1,11,1,0,63.63,1,v Kings XI,Dubai (DICS),2020-10-20,Delhi Capitals,0.0
39502,PP Shaw,10.0,-1,11,2,0,90.90,1,v MI,Dubai (DICS),2020-10-31,Delhi Capitals,0.0
39504,PP Shaw,9.0,-1,6,2,0,150.00,2,v RCB,Abu Dhabi,2020-11-02,Delhi Capitals,0.0
39506,PP Shaw,0.0,-1,2,0,0,0.00,2,v MI,Dubai (DICS),2020-11-05,Delhi Capitals,0.0
39508,PP Shaw,72.0,68,38,9,3,189.47,2,v CSK,Wankhede,2021-04-10,Delhi Capitals,0.0
39510,PP Shaw,2.0,12,5,0,0,40.00,1,v RR,Wankhede,2021-04-15,Delhi Capitals,0.0
39512,PP Shaw,32.0,28,17,3,2,188.23,2,v Punjab Kings,Wankhede,2021-04-18,Delhi Capitals,0.0
39514,PP Shaw,7.0,12,5,1,0,140.00,2,v MI,Chennai,2021-04-20,Delhi Capitals,0.0
39516,PP Shaw,53.0,51,39,7,1,135.89,1,v SRH,Chennai,2021-04-25,Delhi Capitals,0.0
39518,PP Shaw,21.0,33,18,3,0,116.66,2,v RCB,Ahmedabad,2021-04-27,Delhi Capitals,0.0
39520,PP Shaw,82.0,73,41,11,3,200.00,2,v KKR,Ahmedabad,2021-04-29,Delhi Capitals,0.0
39522,PP Shaw,39.0,25,22,3,3,177.27,2,v Punjab Kings,Ahmedabad,2021-05-02,Delhi Capitals,0.0
39524,PP Shaw,11.0,17,8,2,0,137.50,2,v SRH,Dubai (DICS),2021-09-22,Delhi Capitals,0.0
39526,PP Shaw,10.0,24,12,0,0,83.33,1,v RR,Abu Dhabi,2021-09-25,Delhi Capitals,0.0
39528,PP Shaw,6.0,15,7,1,0,85.71,2,v MI,Sharjah,2021-10-02,Delhi Capitals,0.0
39530,PP Shaw,18.0,14,12,3,0,150.00,2,v CSK,Dubai (DICS),2021-10-04,Delhi Capitals,0.0
39532,PP Shaw,48.0,55,31,4,2,154.83,1,v RCB,Dubai (DICS),2021-10-08,Delhi Capitals,0.0
39534,PP Shaw,60.0,49,34,7,3,176.47,1,v CSK,Dubai (DICS),2021-10-10,Delhi Capitals,0.0
39536,PP Shaw,18.0,17,12,2,1,150.00,1,v KKR,Sharjah,2021-10-13,Delhi Capitals,0.0
39538,PP Shaw,38.0,53,24,4,2,158.33,2,v MI,Brabourne,2022-03-27,Delhi Capitals,0.0
39540,PP Shaw,10.0,25,7,1,0,142.85,2,v GT,Pune,2022-04-02,Delhi Capitals,0.0
39542,PP Shaw,61.0,37,34,9,2,179.41,1,v LSG,DY Patil,2022-04-07,Delhi Capitals,0.0
39544,PP Shaw,51.0,44,29,7,2,175.86,1,v KKR,Brabourne,2022-04-10,Delhi Capitals,0.0
39546,PP Shaw,16.0,24,13,1,1,123.07,2,v RCB,Wankhede,2022-04-16,Delhi Capitals,0.0
39548,PP Shaw,41.0,35,20,7,1,205.00,2,v Punjab Kings,Brabourne,2022-04-20,Delhi Capitals,0.0
39550,PP Shaw,37.0,51,27,5,1,137.03,2,v RR,Wankhede,2022-04-22,Delhi Capitals,0.0
39552,PP Shaw,0.0,2,1,0,0,0.00,2,v KKR,Wankhede,2022-04-28,Delhi Capitals,0.0
39554,PP Shaw,5.0,7,7,1,0,71.42,2,v LSG,Wankhede,2022-05-01,Delhi Capitals,0.0
39556,PP Shaw,24.0,29,23,2,1,104.34,1,v MI,Wankhede,2022-05-21,Delhi Capitals,0.0
39558,PP Shaw,12.0,24,9,2,0,133.33,2,v LSG,Lucknow,2023-04-01,Delhi Capitals,0.0
39560,PP Shaw,7.0,17,5,1,0,140.00,1,v GT,Delhi,2023-04-04,Delhi Capitals,0.0
39562,PP Shaw,0.0,4,3,0,0,0.00,2,v RR,Guwahati,2023-04-08,Delhi Capitals,0.0
39564,PP Shaw,15.0,17,10,3,0,150.00,1,v MI,Delhi,2023-04-11,Delhi Capitals,0.0
39566,PP Shaw,0.0,4,2,0,0,0.00,2,v RCB,Bengaluru,2023-04-15,Delhi Capitals,0.0
39568,PP Shaw,13.0,22,11,2,0,118.18,2,v KKR,Delhi,2023-04-20,Delhi Capitals,0.0
39570,PP Shaw,54.0,74,38,7,1,142.10,1,v Punjab Kings,Dharamsala,2023-05-17,Delhi Capitals,0.0
39572,PP Shaw,5.0,8,7,1,0,71.42,2,v CSK,Delhi,2023-05-20,Delhi Capitals,0.0
39574,PP Shaw,43.0,53,27,4,2,159.25,1,v CSK,Visakhapatnam,2024-03-31,Delhi Capitals,0.0
39576,PP Shaw,10.0,12,7,2,0,142.85,2,v KKR,Visakhapatnam,2024-04-03,Delhi Capitals,0.0
39578,PP Shaw,66.0,53,40,8,3,165.00,2,v MI,Wankhede,2024-04-07,Delhi Capitals,0.0
39580,PP Shaw,32.0,33,22,6,0,145.45,2,v LSG,Lucknow,2024-04-12,Delhi Capitals,0.0
